Date,Time,Temp,Humidity,Mq2,Mq5,Mq9,Flame,M_gas,M_fire,dangerType,Warning
01/07/2025,02:40:00,32.16,66.27,161.71,352.42,186.94,0,6.13,20.98,An toan,An toan
01/07/2025,02:42:00,30.13,66.63,152.67,365.82,175.31,0,9.43,30.31,An toan,An toan
01/07/2025,02:44:00,30.5,67.07,160.21,314.42,174.47,0,4.41,20.37,An toan,An toan
01/07/2025,02:46:00,31.8,67.11,160.53,354.86,190.86,0,8.0,25.28,An toan,An toan
01/07/2025,02:48:00,30.12,69.45,187.42,311.57,182.51,0,9.27,28.77,An toan,An toan
01/07/2025,02:50:00,30.66,67.18,142.98,324.27,175.74,0,9.51,22.74,An toan,An toan
01/07/2025,02:52:00,31.09,66.9,187.4,354.87,199.69,0,5.39,23.86,An toan,An toan
01/07/2025,02:54:00,31.09,68.46,145.15,325.95,162.86,0,4.68,21.77,An toan,An toan
01/07/2025,02:56:00,30.87,67.49,161.64,319.02,194.52,0,4.38,39.43,An toan,An toan
01/07/2025,02:58:00,30.08,67.76,134.36,306.3,176.17,0,5.22,26.08,An toan,An toan
01/07/2025,03:00:00,31.76,65.93,183.08,310.82,185.79,0,6.06,31.2,An toan,An toan
01/07/2025,03:02:00,31.29,66.88,156.75,335.25,181.86,0,6.95,35.6,An toan,An toan
01/07/2025,03:04:00,31.15,67.55,169.73,325.04,184.45,0,7.88,31.17,An toan,An toan
01/07/2025,03:06:00,31.66,65.21,173.04,317.68,179.41,0,8.13,26.65,An toan,An toan
01/07/2025,03:08:00,32.47,66.14,163.8,334.37,187.1,0,4.66,29.71,An toan,An toan
01/07/2025,03:10:00,32.25,64.93,176.78,327.35,171.79,0,7.87,21.8,An toan,An toan
01/07/2025,03:12:00,31.21,65.2,171.54,312.96,183.64,0,6.71,31.18,An toan,An toan
01/07/2025,03:14:00,32.03,66.46,156.02,315.63,185.6,0,5.28,35.79,An toan,An toan
01/07/2025,03:16:00,31.89,65.66,169.41,336.5,180.87,0,7.51,34.11,An toan,An toan
01/07/2025,03:18:00,31.72,65.94,167.44,328.94,170.61,0,5.12,29.37,An toan,An toan
01/07/2025,03:20:00,31.47,65.55,186.24,302.24,177.32,0,7.65,28.97,An toan,An toan
01/07/2025,03:22:00,31.7,66.25,183.54,321.13,192.25,0,8.84,37.57,An toan,An toan
01/07/2025,03:24:00,31.21,66.86,158.86,311.45,188.3,0,8.77,30.41,An toan,An toan
01/07/2025,03:26:00,30.37,67.48,157.74,357.0,176.64,0,9.77,33.62,An toan,An toan
01/07/2025,03:28:00,32.24,66.55,157.97,314.88,178.87,0,4.13,35.79,An toan,An toan
01/07/2025,03:30:00,32.88,66.23,166.55,333.31,181.9,0,10.0,26.34,An toan,An toan
01/07/2025,03:32:00,31.93,67.18,163.75,303.59,192.0,0,6.85,36.6,An toan,An toan
01/07/2025,03:34:00,31.64,66.02,154.52,331.06,185.79,0,9.6,22.63,An toan,An toan
01/07/2025,03:36:00,31.59,66.11,134.71,324.11,163.22,0,8.69,30.94,An toan,An toan
01/07/2025,03:38:00,31.4,66.21,195.78,340.1,183.8,0,4.79,26.55,An toan,An toan
01/07/2025,03:40:00,31.06,67.55,158.7,309.38,196.61,0,7.62,33.33,An toan,An toan
01/07/2025,03:42:00,31.09,66.08,147.08,300.34,177.25,0,7.22,30.35,An toan,An toan
01/07/2025,03:44:00,32.52,65.52,137.63,303.22,187.11,0,4.38,32.07,An toan,An toan
01/07/2025,03:46:00,30.85,64.82,169.07,284.6,175.98,0,4.4,38.67,An toan,An toan
01/07/2025,03:48:00,31.93,67.52,157.3,324.67,183.33,0,9.45,23.49,An toan,An toan
01/07/2025,03:50:00,32.81,67.54,172.35,296.04,152.75,0,4.49,37.96,An toan,An toan
01/07/2025,03:52:00,31.78,66.64,152.29,302.63,181.71,0,7.9,34.31,An toan,An toan
01/07/2025,03:54:00,31.48,67.17,152.79,320.31,178.22,0,9.78,39.66,An toan,An toan
01/07/2025,03:56:00,31.23,64.95,134.9,338.21,178.42,0,9.26,38.24,An toan,An toan
01/07/2025,03:58:00,30.92,65.66,159.08,307.2,156.01,0,8.47,23.53,An toan,An toan
01/07/2025,04:00:00,32.35,64.99,176.11,324.66,184.56,0,7.15,38.37,An toan,An toan
01/07/2025,04:02:00,31.89,65.44,167.11,301.38,169.23,0,5.9,26.06,An toan,An toan
01/07/2025,04:04:00,32.59,66.86,180.2,310.16,167.22,0,5.73,22.63,An toan,An toan
01/07/2025,04:06:00,33.06,65.48,180.48,335.17,197.18,0,4.3,24.22,An toan,An toan
01/07/2025,04:08:00,31.95,66.99,150.28,349.29,185.27,0,9.5,26.53,An toan,An toan
01/07/2025,04:10:00,32.42,65.99,143.43,351.4,178.83,0,6.41,24.67,An toan,An toan
01/07/2025,04:12:00,32.44,65.23,129.65,316.55,193.25,0,9.88,21.49,An toan,An toan
01/07/2025,04:14:00,32.73,65.31,151.82,323.63,171.94,0,4.23,29.04,An toan,An toan
01/07/2025,04:16:00,31.85,65.82,173.66,307.7,196.31,0,6.95,35.62,An toan,An toan
01/07/2025,04:18:00,32.41,65.1,168.42,353.64,172.68,0,4.05,38.3,An toan,An toan
01/07/2025,04:20:00,33.07,64.26,162.37,306.7,185.22,0,5.73,36.39,An toan,An toan
01/07/2025,04:22:00,32.25,65.74,180.17,289.41,160.15,0,9.46,37.6,An toan,An toan
01/07/2025,04:24:00,33.42,65.19,179.99,310.12,179.81,0,6.93,26.62,An toan,An toan
01/07/2025,04:26:00,31.98,66.77,158.56,295.51,173.35,0,6.77,35.14,An toan,An toan
01/07/2025,04:28:00,33.35,66.16,181.4,309.93,166.86,0,8.74,29.57,An toan,An toan
01/07/2025,04:30:00,32.11,65.83,147.62,317.54,203.92,0,6.39,22.9,An toan,An toan
01/07/2025,04:32:00,32.18,66.02,160.0,311.93,174.79,0,8.46,27.11,An toan,An toan
01/07/2025,04:34:00,33.19,64.33,185.75,337.82,184.38,0,6.87,27.28,An toan,An toan
01/07/2025,04:36:00,33.43,64.95,179.16,313.43,172.28,0,4.37,24.3,An toan,An toan
01/07/2025,04:38:00,32.25,65.85,196.24,339.74,181.92,0,5.67,21.9,An toan,An toan
01/07/2025,04:40:00,32.65,65.89,168.41,343.44,198.01,0,9.15,27.28,An toan,An toan
01/07/2025,04:42:00,31.69,64.69,162.99,316.54,194.47,0,7.62,29.42,An toan,An toan
01/07/2025,04:44:00,32.02,67.26,171.98,321.62,185.4,0,6.32,33.3,An toan,An toan
01/07/2025,04:46:00,32.57,64.61,158.71,340.5,192.42,0,5.99,37.51,An toan,An toan
01/07/2025,04:48:00,31.65,65.15,185.67,322.12,188.34,0,7.29,35.95,An toan,An toan
01/07/2025,04:50:00,32.88,65.79,175.01,297.77,174.36,0,8.7,34.19,An toan,An toan
01/07/2025,04:52:00,32.87,64.37,163.78,324.94,179.03,0,9.58,37.07,An toan,An toan
01/07/2025,04:54:00,32.9,65.7,160.35,351.76,185.58,0,8.06,25.38,An toan,An toan
01/07/2025,04:56:00,32.59,67.26,173.04,279.72,198.03,0,6.89,39.86,An toan,An toan
01/07/2025,04:58:00,32.31,66.13,171.61,354.09,182.61,0,6.34,37.85,An toan,An toan
01/07/2025,05:00:00,31.9,65.09,201.47,304.31,169.69,0,7.9,28.22,An toan,An toan
01/07/2025,05:02:00,33.38,66.08,159.64,278.74,181.2,0,8.92,30.59,An toan,An toan
01/07/2025,05:04:00,32.75,63.65,154.55,283.95,187.11,0,4.38,28.48,An toan,An toan
01/07/2025,05:06:00,33.45,65.65,138.07,306.84,185.01,0,5.25,21.21,An toan,An toan
01/07/2025,05:08:00,32.16,64.71,156.78,273.95,186.41,0,6.44,31.34,An toan,An toan
01/07/2025,05:10:00,33.42,66.35,166.17,335.21,162.15,0,9.49,21.34,An toan,An toan
01/07/2025,05:12:00,32.86,66.77,175.48,346.89,173.57,0,5.53,33.49,An toan,An toan
01/07/2025,05:14:00,31.67,65.66,152.74,308.33,175.34,0,9.22,27.68,An toan,An toan
01/07/2025,05:16:00,32.23,64.65,180.11,305.26,177.65,0,9.13,27.05,An toan,An toan
01/07/2025,05:18:00,32.45,65.07,177.04,306.84,166.92,0,7.73,29.08,An toan,An toan
01/07/2025,05:20:00,32.91,64.99,153.55,303.7,174.44,0,8.45,36.84,An toan,An toan
01/07/2025,05:22:00,32.64,65.14,160.55,301.47,172.93,0,8.86,22.93,An toan,An toan
01/07/2025,05:24:00,32.57,65.04,193.68,288.43,189.8,0,8.52,23.01,An toan,An toan
01/07/2025,05:26:00,32.21,65.28,152.04,364.59,181.21,0,4.42,39.14,An toan,An toan
01/07/2025,05:28:00,31.78,65.19,185.47,316.79,188.54,0,5.16,29.21,An toan,An toan
01/07/2025,05:30:00,33.12,65.94,172.97,322.84,179.62,0,4.72,37.26,An toan,An toan
01/07/2025,05:32:00,32.75,65.72,187.96,279.84,177.32,0,8.16,33.14,An toan,An toan
01/07/2025,05:34:00,32.67,64.82,169.02,324.47,196.75,0,8.17,25.18,An toan,An toan
01/07/2025,05:36:00,32.52,65.17,172.42,345.43,171.68,0,4.07,36.0,An toan,An toan
01/07/2025,05:38:00,32.99,64.39,169.27,323.55,159.68,0,9.64,21.69,An toan,An toan
01/07/2025,05:40:00,32.92,64.79,146.92,299.62,181.67,0,6.42,31.97,An toan,An toan
01/07/2025,05:42:00,33.04,65.11,165.9,302.13,182.49,0,4.68,33.48,An toan,An toan
01/07/2025,05:44:00,33.32,65.8,145.14,335.47,190.02,0,6.37,29.63,An toan,An toan
01/07/2025,05:46:00,32.16,65.45,168.86,301.93,175.34,0,7.47,33.1,An toan,An toan
01/07/2025,05:48:00,34.15,64.76,164.59,318.22,171.19,0,8.04,38.11,An toan,An toan
01/07/2025,05:50:00,33.39,65.56,183.54,282.38,179.25,0,7.73,27.01,An toan,An toan
01/07/2025,05:52:00,33.63,65.31,166.1,319.14,189.47,0,8.44,36.8,An toan,An toan
01/07/2025,05:54:00,32.97,65.32,169.03,269.87,197.76,0,8.69,29.63,An toan,An toan
01/07/2025,05:56:00,32.6,65.25,154.23,316.08,170.86,0,4.19,23.04,An toan,An toan
01/07/2025,05:58:00,32.6,65.77,160.44,279.21,178.17,0,6.74,23.18,An toan,An toan
01/07/2025,06:00:00,33.37,64.56,135.88,292.1,187.7,0,7.69,23.66,An toan,An toan
01/07/2025,06:02:00,32.7,65.71,169.8,313.53,173.9,0,9.23,31.91,An toan,An toan
01/07/2025,06:04:00,33.37,65.53,164.68,287.42,186.85,0,6.11,26.33,An toan,An toan
01/07/2025,06:06:00,32.87,66.42,166.98,315.61,174.78,0,9.43,23.45,An toan,An toan
01/07/2025,06:08:00,32.96,66.35,168.02,289.74,184.0,0,8.91,30.49,An toan,An toan
01/07/2025,06:10:00,32.83,65.28,144.79,320.19,184.41,0,6.71,33.12,An toan,An toan
01/07/2025,06:12:00,32.8,65.03,165.66,295.36,186.27,0,9.59,35.1,An toan,An toan
01/07/2025,06:14:00,34.16,63.75,168.09,316.94,183.21,0,8.81,35.08,An toan,An toan
01/07/2025,06:16:00,32.04,65.43,170.78,288.48,171.37,0,5.36,24.72,An toan,An toan
01/07/2025,06:18:00,33.64,65.28,151.61,273.75,197.56,0,5.27,23.8,An toan,An toan
01/07/2025,06:20:00,33.16,64.58,184.46,287.45,180.83,0,8.84,26.59,An toan,An toan
01/07/2025,06:22:00,32.64,65.66,176.23,327.67,170.81,0,9.67,34.48,An toan,An toan
01/07/2025,06:24:00,32.75,64.52,148.09,301.04,186.4,0,5.75,33.92,An toan,An toan
01/07/2025,06:26:00,33.24,63.65,207.49,288.81,179.61,0,6.53,25.46,An toan,An toan
01/07/2025,06:28:00,33.19,64.08,168.85,290.05,180.99,0,8.62,27.2,An toan,An toan
01/07/2025,06:30:00,32.8,65.85,177.11,331.21,176.1,0,9.76,25.5,An toan,An toan
01/07/2025,06:32:00,32.85,63.91,172.43,304.77,193.1,0,8.85,20.23,An toan,An toan
01/07/2025,06:34:00,33.14,64.69,168.86,331.06,187.53,0,7.97,29.88,An toan,An toan
01/07/2025,06:36:00,33.29,67.43,185.72,292.27,177.75,0,4.25,26.81,An toan,An toan
01/07/2025,06:38:00,32.8,65.52,166.35,316.13,182.49,0,4.76,33.11,An toan,An toan
01/07/2025,06:40:00,32.71,65.6,179.79,302.71,172.44,0,9.75,34.85,An toan,An toan
01/07/2025,06:42:00,33.52,65.14,149.57,278.25,182.12,0,5.67,35.99,An toan,An toan
01/07/2025,06:44:00,33.05,65.82,149.05,314.05,178.26,0,10.0,36.48,An toan,An toan
01/07/2025,06:46:00,32.69,64.74,136.71,294.41,182.76,0,4.08,33.03,An toan,An toan
01/07/2025,06:48:00,32.97,65.03,129.16,296.01,175.49,0,4.91,25.41,An toan,An toan
01/07/2025,06:50:00,33.57,67.49,181.22,305.94,181.21,0,4.41,37.24,An toan,An toan
01/07/2025,06:52:00,33.29,65.62,204.25,274.17,166.22,0,6.77,35.99,An toan,An toan
01/07/2025,06:54:00,33.49,64.89,184.92,303.47,179.38,0,4.64,35.66,An toan,An toan
01/07/2025,06:56:00,33.38,64.89,175.05,328.91,181.27,0,6.5,34.11,An toan,An toan
01/07/2025,06:58:00,32.86,65.44,143.89,302.22,169.17,0,7.63,26.53,An toan,An toan
01/07/2025,07:00:00,32.06,64.93,167.87,289.13,181.66,0,5.11,29.36,An toan,An toan
01/07/2025,07:02:00,33.35,64.03,141.0,245.34,185.37,0,4.35,31.19,An toan,An toan
01/07/2025,07:04:00,32.58,66.53,170.69,243.43,174.18,0,8.96,30.26,An toan,An toan
01/07/2025,07:06:00,33.09,64.32,170.75,305.01,173.26,0,7.23,30.23,An toan,An toan
01/07/2025,07:08:00,32.28,67.22,171.37,259.13,166.15,0,4.78,33.69,An toan,An toan
01/07/2025,07:10:00,32.79,64.88,180.31,281.7,184.95,0,9.52,23.32,An toan,An toan
01/07/2025,07:12:00,33.36,66.38,168.6,305.59,175.44,0,8.09,33.36,An toan,An toan
01/07/2025,07:14:00,33.07,64.08,182.79,283.09,175.55,0,5.89,24.83,An toan,An toan
01/07/2025,07:16:00,32.95,65.91,150.71,281.83,188.58,0,9.84,35.24,An toan,An toan
01/07/2025,07:18:00,33.3,62.57,176.44,297.93,192.28,0,7.79,37.28,An toan,An toan
01/07/2025,07:20:00,33.23,66.32,144.45,254.74,176.53,0,9.37,36.28,An toan,An toan
01/07/2025,07:22:00,32.32,66.49,168.49,294.98,169.85,0,7.84,39.02,An toan,An toan
01/07/2025,07:24:00,32.85,64.8,165.53,308.45,192.44,0,9.8,20.92,An toan,An toan
01/07/2025,07:26:00,33.2,64.73,159.13,252.84,178.91,0,8.11,24.47,An toan,An toan
01/07/2025,07:28:00,32.24,64.85,146.21,275.16,184.43,0,4.5,22.42,An toan,An toan
01/07/2025,07:30:00,33.25,65.49,164.47,315.26,181.49,0,7.03,23.64,An toan,An toan
01/07/2025,07:32:00,32.87,64.83,175.85,285.1,160.67,0,6.42,23.59,An toan,An toan
01/07/2025,07:34:00,33.43,67.23,157.52,295.82,180.95,0,8.49,35.08,An toan,An toan
01/07/2025,07:36:00,33.15,64.76,188.84,282.19,177.05,0,9.18,35.74,An toan,An toan
01/07/2025,07:38:00,33.45,66.64,167.42,316.2,180.31,0,7.07,30.52,An toan,An toan
01/07/2025,07:40:00,33.11,66.54,171.07,296.49,175.63,0,6.34,37.23,An toan,An toan
01/07/2025,07:42:00,33.14,63.83,143.94,296.97,157.57,0,9.0,37.04,An toan,An toan
01/07/2025,07:44:00,33.5,65.87,182.81,247.53,195.92,0,9.41,33.83,An toan,An toan
01/07/2025,07:46:00,32.28,65.34,152.33,277.54,192.44,0,5.64,31.35,An toan,An toan
01/07/2025,07:48:00,33.32,63.4,168.77,340.08,181.48,0,4.45,26.71,An toan,An toan
01/07/2025,07:50:00,31.96,65.05,162.79,311.7,183.78,0,6.96,35.56,An toan,An toan
01/07/2025,07:52:00,32.78,66.21,168.86,306.22,197.11,0,5.19,34.45,An toan,An toan
01/07/2025,07:54:00,33.29,64.73,159.22,310.14,179.15,0,9.42,21.47,An toan,An toan
01/07/2025,07:56:00,32.19,63.96,175.11,265.15,184.43,0,7.55,29.47,An toan,An toan
01/07/2025,07:58:00,33.31,64.83,191.84,298.74,174.18,0,5.36,35.47,An toan,An toan
01/07/2025,08:00:00,32.57,66.36,138.13,299.82,194.4,0,7.71,35.98,An toan,An toan
01/07/2025,08:02:00,32.19,64.81,176.88,253.7,177.46,0,6.9,26.74,An toan,An toan
01/07/2025,08:04:00,33.0,64.81,177.92,295.97,184.06,0,9.97,27.43,An toan,An toan
01/07/2025,08:06:00,32.59,65.88,143.07,283.25,181.23,0,7.03,38.4,An toan,An toan
01/07/2025,08:08:00,31.62,65.25,165.68,323.1,160.78,0,7.85,33.38,An toan,An toan
01/07/2025,08:10:00,33.11,65.71,133.49,293.01,188.53,0,9.75,39.66,An toan,An toan
01/07/2025,08:12:00,32.7,65.3,190.87,270.61,181.88,0,7.18,31.8,An toan,An toan
01/07/2025,08:14:00,31.71,64.81,148.93,280.02,161.29,0,6.36,39.44,An toan,An toan
01/07/2025,08:16:00,31.57,64.41,177.82,304.02,155.51,0,4.78,32.41,An toan,An toan
01/07/2025,08:18:00,32.08,65.14,141.97,315.8,168.12,0,8.14,36.73,An toan,An toan
01/07/2025,08:20:00,32.05,64.82,164.56,299.9,166.89,0,7.87,23.05,An toan,An toan
01/07/2025,08:22:00,32.29,64.9,153.22,290.24,203.48,0,6.03,26.94,An toan,An toan
01/07/2025,08:24:00,32.09,64.15,160.69,242.45,190.69,0,7.42,23.6,An toan,An toan
01/07/2025,08:26:00,32.19,63.48,151.14,278.22,177.61,0,8.65,27.43,An toan,An toan
01/07/2025,08:28:00,32.81,65.96,161.43,318.55,160.51,0,6.93,22.92,An toan,An toan
01/07/2025,08:30:00,31.57,65.52,147.27,284.82,169.47,0,6.1,21.59,An toan,An toan
01/07/2025,08:32:00,32.28,63.95,196.47,299.85,183.01,0,5.38,24.44,An toan,An toan
01/07/2025,08:34:00,33.38,66.36,149.88,307.95,176.33,0,5.54,26.0,An toan,An toan
01/07/2025,08:36:00,32.37,66.35,164.04,267.13,183.81,0,9.03,39.05,An toan,An toan
01/07/2025,08:38:00,32.24,65.56,141.46,306.75,161.23,0,5.52,32.31,An toan,An toan
01/07/2025,08:40:00,32.31,65.23,170.39,302.49,189.22,0,8.77,21.03,An toan,An toan
01/07/2025,08:42:00,32.8,65.23,175.57,304.99,164.91,0,9.11,31.82,An toan,An toan
01/07/2025,08:44:00,33.04,66.18,176.39,266.04,190.54,0,6.07,29.29,An toan,An toan
01/07/2025,08:46:00,31.94,64.58,175.54,285.86,175.84,0,5.21,24.62,An toan,An toan
01/07/2025,08:48:00,32.77,63.43,169.08,290.36,174.51,0,6.45,26.06,An toan,An toan
01/07/2025,08:50:00,31.78,67.01,159.0,283.73,171.19,0,5.9,39.38,An toan,An toan
01/07/2025,08:52:00,32.23,64.69,148.14,272.84,175.28,0,8.26,39.19,An toan,An toan
01/07/2025,08:54:00,32.88,64.95,149.05,290.94,196.58,0,9.62,20.73,An toan,An toan
01/07/2025,08:56:00,32.26,67.43,182.5,257.32,183.27,0,5.31,21.03,An toan,An toan
01/07/2025,08:58:00,32.23,63.83,169.69,284.86,172.48,0,5.32,21.48,An toan,An toan
01/07/2025,09:00:00,32.56,65.14,182.28,277.75,192.76,0,8.94,25.26,An toan,An toan
01/07/2025,09:02:00,31.5,66.41,179.55,289.79,188.41,0,9.57,36.88,An toan,An toan
